Prefix,Level,Semester,Competency,Standard.Measure,Standard.Pedagogy,Form,QNT1,QNT2,QNT3,QNT4,Order,Race/Ethnicity,Gender,PELL
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,12,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,12,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,12,Hispanic/Latino,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,Multiracial,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,12,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,0,NA,14,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,0,NA,14,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,2,NA,14,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,3,NA,14,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,0,NA,14,Black or African American,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,4,NA,14,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,2,NA,14,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,4: online delivery,SCORE,NA,NA,1,NA,14,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,4,NA,15,Asian,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,1,NA,15,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,4,NA,15,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,1,NA,15,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,4,NA,15,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,3,NA,15,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,4,NA,15,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,2,NA,15,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,2,NA,15,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,4,NA,15,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,3,NA,15,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,3,NA,15,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,6: computer lab,SCORE,NA,NA,0,NA,15,White,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,18,Hispanic/Latino,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,Asian,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,18,Multiracial,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,Hispanic/Latino,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,Hispanic/Latino,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,Asian,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,Asian,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,Hispanic/Latino,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,Asian,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,Hispanic/Latino,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,Black or African American,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,Black or African American,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,18,Multiracial,F,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,F,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,Y
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,18,White,M,N
MATH,200,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,18,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,19,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,19,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,Multiracial,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,Multiracial,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,19,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,20,Multiracial,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,20,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,Black or African American,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,20,Unknown,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,20,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,0,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,20,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,20,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,21,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,21,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,0,NA,21,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,21,Multiracial,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,21,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,Asian,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,21,Multiracial,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,3,NA,21,Hispanic/Latino,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,1,NA,21,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,Unknown,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,2,NA,21,Asian,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,4,NA,21,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,3: group work,SCORE,NA,NA,0,NA,21,White,M,N
